Sequence #,Timestamp,PGN,Name,Manufacturer,Remote Address,Local Address,Priority,Single Frame,Size,Packet
639,502041,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
640,502050,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF497AFF7FFF7FFD
641,502054,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
642,502071,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
643,502141,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
644,502191,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF497AFF7FFF7FFD
645,502199,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
646,502206,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40FEFFFFFFFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7F10FC00FE7FFE7FFEFFFF7F00
647,502214,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10D02493CEFC08FFFFFF7FF11D68129638C409FFFFFF7FF115C431FE3BA406FFFFFF7FF114D115B92F1405FFFFFF7FF1160B02A076A406FFFFFF7FF01BB91188BD7805FFFFFF7FF005DC08DC179CFFFFFFFF7FF012FF0E95659CFFFFFFFF7FF0190B02725F9CFFFFFFFF7FF01A000000009CFFFFFFFF7FF01F450C88909CFFFFFFFF7FF0
648,502222,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDFFFFFFFFFFFFF
649,502228,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
650,502234,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
651,502241,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
652,502251,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF497AFF7FFF7FFD
653,502255,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
654,502271,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
655,502341,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
656,502352,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4A7AFF7FFF7FFD
657,502356,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
658,502371,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
659,502421,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
660,502482,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
661,502486,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4A7AFF7FFF7FFD
662,502490,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
663,502494,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
664,502541,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
665,502553,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF497AFF7FFF7FFD
666,502557,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
667,502578,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
668,502641,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
669,502654,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF497AFF7FFF7FFD
670,502658,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
671,502671,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
672,502675,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
673,502741,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
674,502787,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF497AFF7FFF7FFD
675,502791,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
676,502795,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
677,502841,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
678,502855,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
679,502860,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
680,502871,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
681,502921,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
682,502941,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
683,502956,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF477AFF7FFF7FFD
684,502960,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
685,502971,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
686,503041,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
687,503086,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF477AFF7FFF7FFD
688,503089,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
689,503093,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
690,503141,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
691,503158,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF467AFF7FFF7FFD
692,503162,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
693,503178,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40FEFFFFFFFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7F10FC00FE7FFE7FFEFFFF7F00
694,503199,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10D02493CEFC08FFFFFF7FF11D68129638C409FFFFFF7FF115C431FE3BA406FFFFFF7FF114D115B92F1405FFFFFF7FF1160B02A076A406FFFFFF7FF01BB91188BD7805FFFFFF7FF005DC08DC179CFFFFFFFF7FF012FF0E95659CFFFFFFFF7FF0190B02725F9CFFFFFFFF7FF01A000000009CFFFFFFFF7FF01F450C88909CFFFFFFFF7FF0
695,503205,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDFFFFFFFFFFFFF
696,503214,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
697,503217,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
698,503241,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
699,503258,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF477AFF7FFF7FFD
700,503262,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
701,503271,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
702,503341,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
703,503385,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF467AFF7FFF7FFD
704,503389,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
705,503393,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
706,503421,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
707,503441,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
708,503460,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF467AFF7FFF7FFD
709,503464,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
710,503471,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
711,503541,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
712,503560,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF467AFF7FFF7FFD
713,503565,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
714,503582,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
715,503641,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
716,503686,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF477AFF7FFF7FFD
717,503689,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
718,503693,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
719,503697,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
720,503741,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
721,503762,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF477AFF7FFF7FFD
722,503766,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
723,503772,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
724,503841,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
725,503862,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
726,503867,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
727,503871,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
728,503921,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
729,503978,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
730,503981,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF477AFF7FFF7FFD
731,503985,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
732,503989,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
733,504041,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
734,504064,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF477AFF7FFF7FFD
735,504068,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
736,504072,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
737,504141,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
738,504165,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF477AFF7FFF7FFD
739,504173,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
740,504180,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40FEFFFFFFFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7F10FC00FE7FFE7FFEFFFF7F00
741,504198,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10D02493CEFC08FFFFFF7FF11D68129638C409FFFFFF7FF115C431FE3BA406FFFFFF7FF114D1150A2F1405FFFFFF7FF1160B02A076A406FFFFFF7FF01BB91188BD7805FFFFFF7FF005DC08DC179CFFFFFFFF7FF012FF0E95659CFFFFFFFF7FF0190B02725F9CFFFFFFFF7FF01A000000009CFFFFFFFF7FF01F450C88909CFFFFFFFF7FF0
742,504295,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDFFFFFFFFFFFFF
743,504299,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
744,504303,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
745,504307,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
746,504311,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF477AFF7FFF7FFD
747,504315,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
748,504319,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
749,504341,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
750,504366,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF477AFF7FFF7FFD
751,504370,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
752,504387,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
753,504421,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
754,504441,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
755,504467,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF467AFF7FFF7FFD
756,504471,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
757,504475,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
758,504541,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
759,504588,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF467AFF7FFF7FFD
760,504593,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
761,504597,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
762,504641,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
763,504668,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF457AFF7FFF7FFD
764,504672,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
765,504676,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
766,504680,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
767,504741,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
768,504769,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF457AFF7FFF7FFD
769,504777,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
770,504780,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
771,504841,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
772,504881,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF467AFF7FFF7FFD
773,504885,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
774,504889,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
775,504921,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
776,504941,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
777,504970,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF467AFF7FFF7FFD
778,504974,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
779,504978,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
780,505041,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
781,505071,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
782,505075,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF477AFF7FFF7FFD
783,505079,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
784,505141,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
785,505258,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
786,505356,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
787,505361,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40FEFFFFFFFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7F10FC00FE7FFE7FFEFFFF7F00
788,505462,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10D02493CEFC08FFFFFF7FF11D68129638C409FFFFFF7FF115C431FE3BA406FFFFFF7FF114D1150A2F1405FFFFFF7FF1160B02A076A406FFFFFF7FF01BB91188BD7805FFFFFF7FF005DC08DC179CFFFFFFFF7FF012FF0E95659CFFFFFFFF7FF0190B02725F9CFFFFFFFF7FF01A000000009CFFFFFFFF7FF01F450C88909CFFFFFFFF7FF0
789,505559,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDFFFFFFFFFFFFF
790,505563,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
791,505567,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
792,505571,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
793,505576,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
794,505580,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
795,505584,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
796,505588,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
797,505596,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
798,505604,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
799,505608,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
800,505612,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
801,505616,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
802,505620,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
803,505624,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
804,505628,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
805,505632,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
806,505636,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
807,505640,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
808,505644,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
809,505648,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
810,505671,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
811,505674,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
812,505678,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
813,505682,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
814,505741,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
815,505783,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
816,505786,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
817,505790,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
818,505841,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
819,505871,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
820,505877,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF477AFF7FFF7FFD
821,505881,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
822,505921,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
823,505941,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
824,505971,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
825,505977,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF477AFF7FFF7FFD
826,505981,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
827,506041,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
828,506078,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
829,506082,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF477AFF7FFF7FFD
830,506086,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
831,506141,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
832,506176,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40FEFFFFFFFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7F10FC00FE7FFE7FFEFFFF7F00
833,506181,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF467AFF7FFF7FFD
834,506185,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
835,506197,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10D02493CEFC08FFFFFF7FF11D68129638C409FFFFFF7FF115C431FE3BA406FFFFFF7FF114D1150A2F1405FFFFFF7FF1160B02F275A406FFFFFF7FF01BB91188BD7805FFFFFF7FF005DC08DC179CFFFFFFFF7FF012FF0E95659CFFFFFFFF7FF0190B02725F9CFFFFFFFF7FF01A000000009CFFFFFFFF7FF01F450C88909CFFFFFFFF7FF0
836,506205,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDFFFFFFFFFFFFF
837,506213,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
838,506216,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
839,506241,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
840,506271,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
841,506279,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF467AFF7FFF7FFD
842,506284,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
843,506384,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
844,506387,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
845,506391,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF477AFF7FFF7FFD
846,506395,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
847,506421,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
848,506441,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
849,506471,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
850,506481,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
851,506485,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
852,506541,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
853,506578,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
854,506582,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF487AFF7FFF7FFD
855,506680,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
856,506683,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
857,506687,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
858,506692,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
859,506695,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF497AFF7FFF7FFD
860,506699,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
861,506741,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
862,506771,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
863,506783,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4A7AFF7FFF7FFD
864,506787,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
865,506841,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
866,506871,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
867,506884,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4B7AFF7FFF7FFD
868,506889,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
869,506921,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
870,506989,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
871,506994,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
872,506998,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4B7AFF7FFF7FFD
873,507002,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
874,507041,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
875,507071,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
876,507085,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4C7AFF7FFF7FFD
877,507089,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
878,507141,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
879,507176,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40FEFFFFFFFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7F10FC00FE7FFE7FFEFFFF7F00
880,507186,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4C7AFF7FFF7FFD
881,507296,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
882,507300,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10D02493CEFC08FFFFFF7FF11D68129638C409FFFFFF7FF115C431FE3BA406FFFFFF7FF114D1150A2F7805FFFFFF7FF1160B02F275A406FFFFFF7FF01BB91188BD7805FFFFFF7FF005DC08DC179CFFFFFFFF7FF012FF0E95659CFFFFFFFF7FF0190B02725F9CFFFFFFFF7FF01A000000009CFFFFFFFF7FF01F450C88909CFFFFFFFF7FF0
883,507306,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDFFFFFFFFFFFFF
884,507310,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
885,507314,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
886,507319,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
887,507323,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
888,507327,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4C7AFF7FFF7FFD
889,507331,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
890,507341,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
891,507371,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
892,507387,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF4C7AFF7FFF7FFD
893,507391,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
